Event Identifier,Event Name,Event Record,First Date Year,First Date,Last Date,Venue Identifier,Venue Name,Suburb,State,Country,Latitude,Longitude,Primary Genre,Secondary Genre,Organisations,Subjects,Contributor Count,Resource Count,Works,,,
63882,Ellipse,https://ausstage.edu.au/pages/event/63882,2004,24/2/2004,24/2/2004,10597,Gaillard Auditorium,Charleston,O/S,United States of America,32.787992,-79.931304,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63883,Ellipse,https://ausstage.edu.au/pages/event/63883,2004,27/2/2004,28/2/2004,10598,Fox Theatre,St Louis,O/S,United States of America,38.638903,-90.231845,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63884,Ellipse,https://ausstage.edu.au/pages/event/63884,2004,2/3/2004,3/3/2004,10599,Aspen District Theater,Aspen,O/S,United States of America,39.193115,-106.821444,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63885,Ellipse,https://ausstage.edu.au/pages/event/63885,2004,6/3/2004,6/3/2004,10600,Johnson County College,Overland Park,O/S,United States of America,38.97208,-94.698532,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63886,Ellipse,https://ausstage.edu.au/pages/event/63886,2004,9/3/2004,9/3/2004,10601,"University of California, Jackson Hall",Davis,O/S,United States of America,38.534041,-121.748287,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63887,Ellipse,https://ausstage.edu.au/pages/event/63887,2004,12/3/2004,13/3/2004,10602,"Stanford University, Memorial Theater",Palo Alto,O/S,United States of America,37.42869,-122.1666,Dance,Contemporary,Sydney Dance Company,,25,0,Ellipse,,,
63982,Impromptu / Paradigm / Winter By Spring / Stars End,https://ausstage.edu.au/pages/event/63982,1982,23/7/1982,23/7/1982,4569,Lycabettus Theatre,Athens,O/S,Greece,37.984016,23.747066,Dance,Dance Theatre,Australian Dance Theatre,,28,3,,,,
63983,Impromptu / Labyrinth / Flibbertigibbet / Transfigured Night,https://ausstage.edu.au/pages/event/63983,1982,8/7/1982,8/7/1982,4567,Teatro Municipale,Luglio,O/S,Italy,44.700964,10.631368,Dance,Dance Theatre,Australian Dance Theatre,,26,0,,,,
64451,The Bush King,https://ausstage.edu.au/pages/event/64451,1893,1893-11-06,1893-11-06,10635,Surrey Theatre,Southwark,O/S,England,51.498994,-0.104849,Theatre - Spoken Word,Drama,,Australian National Identity,1,0,,,,
64462,The Bushrangers,https://ausstage.edu.au/pages/event/64462,1829,1829-09-08,1829-09-10,10637,Caledonian Theatre,Edinburgh,O/S,Scotland,55.956967,-3.187836,Theatre - Spoken Word,Melodrama,,"Australian National Identity, Colonial",1,0,The Bushrangers,,,
64689,Little Fella Bindi,https://ausstage.edu.au/pages/event/64689,1966,1966,1967,16837,Indonesia,,O/S,Indonesia,-4.425325227,121.6043438,Music Theatre,"Children's Theatre, Puppetry","Marionette Theatre of Australia, The Australian Elizabethan Theatre Trust",Indigenous Australia,2,0,Little Fella Bindi,,,
64722,Tintookies 2000,https://ausstage.edu.au/pages/event/64722,1970,3/7/1970,5/7/1970,10657,Teater Terbuka,Pekanbaru,O/S,Indonesia,0.504839,101.452045,Other,"Music, Puppetry","Marionette Theatre of Australia, The Cleves",,11,0,Tintookies,,,
64819,Forget Me Not,https://ausstage.edu.au/pages/event/64819,1994,6/3/1994,12/3/1994,10681,Hong Kong,,O/S,Hong Kong,22.396428,114.109497,Other,"Dance Theatre, Music Theatre, Physical Theatre, Puppetry, Theatre","Compagnie Philippe Genty, Adelaide Festival Centre Trust",,15,0,Forget Me Not,,,
64820,Forget Me Not,https://ausstage.edu.au/pages/event/64820,1994,15/3/1994,19/3/1994,14453,The Opera House (1977-),Te Aro,O/S,New Zealand,-41.291943,174.777602,Theatre - Spoken Word,"Dance Theatre, Music Theatre, Physical Theatre, Puppetry, Theatre","Compagnie Philippe Genty, Adelaide Festival Centre Trust, Energy Direct",,15,0,Forget Me Not,,,
64831,Passagers Clandestins,https://ausstage.edu.au/pages/event/64831,1996,17/9/1996,17/10/1996,10683,Theatre de la Porte Saint-Martin,Paris,O/S,France,48.86889,2.357072,Other,"Dance Theatre, Museum Theatre, Puppetry, Theatre","Compagnie Philippe Genty, Adelaide Festival Centre Trust, Perth International Arts Festival, Queensland Performing Arts Trust, State Theatre Company of South Australia, Victorian Arts Centre Trust",,9,0,,,,
64838,DeDale (The Maze),https://ausstage.edu.au/pages/event/64838,2000,8/3/2000,11/3/2000,10685,ASB Theatre,Auckland,O/S,New Zealand,-36.852209,174.76112,Other,"Dance Theatre, Drama, Music Theatre, Puppetry","Compagnie Philippe Genty, Théâtre de la Ville Paris",,16,0,,,,
64865,Luisillo and his Spanish Dance Theatre,https://ausstage.edu.au/pages/event/64865,1958,16/6/1958,1958,11245,"Theatre Royal, Christchurch",Christchurch,O/S,New Zealand,-43.529718,172.638175,Other,"Dance Theatre, Flamenco, Song","Luisillo and his Spanish Dance Theatre, R. J. Kerridge, J C Williamson Theatres Limited (1943-1976)",,25,0,,,,
64880,Luisillo and his Spanish Dance Theatre,https://ausstage.edu.au/pages/event/64880,1962,1962,1962,11008,Grand Opera House (1914-1977),Wellington,O/S,New Zealand,-41.2917234,174.7776787,Other,"Dance, Flamenco, Music, Song","Luisillo and his Spanish Dance Theatre, J C Williamson Theatres Limited (1943-1976)",,11,0,,,,
64931,Circus Oz,https://ausstage.edu.au/pages/event/64931,1998,21/6/1998,29/6/1998,13789,Kallang Theatre,Kallang,O/S,Singapore,1.301968,103.875801,Other,"Circus, Music, Variety","Circus Oz, The Singapore Arts Festival (1977-2012)",,1,0,,,,
64937,Circus Oz,https://ausstage.edu.au/pages/event/64937,1999,3/2/1999,21/3/1999,13951,Tollwood Tent,Munich,O/S,Germany,48.13079,11.55122,Other,"Circus, Music, Variety","Circus Oz, Arts Victoria, Australia Council for the Arts, Edgley International, Circus Oz Band",,23,0,,,,
64947,Circus Oz,https://ausstage.edu.au/pages/event/64947,2000,22/2/2000,26/2/2000,10706,The Regent Theatre,Stoke-on-Trent,O/S,England,53.024681,-2.177107,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64948,Circus Oz,https://ausstage.edu.au/pages/event/64948,2000,29/2/2000,6/3/2000,3583,West Yorkshire Playhouse,Leeds,O/S,England,53.798042,-1.534456,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64949,Circus Oz,https://ausstage.edu.au/pages/event/64949,2000,7/3/2000,13/3/2000,10707,"Theatre Royal, Norwich",Norwich,O/S,England,52.627325,1.29002,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64950,Circus Oz,https://ausstage.edu.au/pages/event/64950,2000,14/3/2000,20/3/2000,10110,Chichester Festival Theatre,Chichester,O/S,England,50.8428899,-0.777384,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64951,Circus Oz,https://ausstage.edu.au/pages/event/64951,2000,21/3/2000,27/3/2000,10708,New Victoria Theatre,Woking,O/S,England,51.319841,-0.561851,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64952,Circus Oz,https://ausstage.edu.au/pages/event/64952,2000,28/3/2000,3/4/2000,4255,The Hexagon,Reading,O/S,England,51.453735,-0.97777,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64954,Circus Oz,https://ausstage.edu.au/pages/event/64954,2000,4/4/2000,10/4/2000,10709,The Mayflower,Southampton,O/S,England,50.908711,-1.410253,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64955,Circus Oz,https://ausstage.edu.au/pages/event/64955,2000,11/4/2000,21/4/2000,10710,Milton Keynes Theatre,Milton Keynes,O/S,England,52.043954,-0.74877,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,21,0,,,,
64956,Circus Oz,https://ausstage.edu.au/pages/event/64956,2000,9/8/2000,,4222,Queen Elizabeth Hall,London,O/S,England,51.506508,-0.116711,Other,"Circus, Music, Variety","Circus Oz, Circus Australia Ltd, Fifth Amendment, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,25,0,,,,
64958,Circus Oz,https://ausstage.edu.au/pages/event/64958,2000,1/8/2000,27/8/2000,13438,Sadler's Wells Theatre,London,O/S,England,51.529037,-0.106354,Other,"Circus, Music, Variety","Circus Oz, Sadler's Wells Theatre, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,19,1,,,,
64960,Circus Oz,https://ausstage.edu.au/pages/event/64960,2000,24/11/2000,15/1/2001,10279,New Victory Theater,New York,O/S,United States of America,40.756343,-73.987634,Other,"Circus, Music, Variety","Circus Oz, Arts Victoria, Australia Council for the Arts, Circus Oz Band",,23,1,,,,
64961,Circus Oz,https://ausstage.edu.au/pages/event/64961,2000,29/8/2000,12/9/2000,10711,Istanbul,Istanbul,O/S,Turkey,41.007,28.979,Other,"Circus, Music, Variety",Circus Oz,,1,0,,,,
64962,Circus Oz,https://ausstage.edu.au/pages/event/64962,2001,17/10/2001,4/11/2001,13790,Ronacher Theatre,Vienna,O/S,Austria,48.205171,16.375049,Other,"Circus, Music, Variety",Circus Oz,,1,1,,,,
65000,Circus Oz,https://ausstage.edu.au/pages/event/65000,2001,6/11/2001,25/11/2001,13967,Plaza de Toros Monumental,Barcelona,O/S,Spain,41.39998,2.18116,Other,"Circus, Music, Variety",Circus Oz,,1,1,,,,
65001,Circus Oz,https://ausstage.edu.au/pages/event/65001,2002,17/5/2002,2/6/2002,3836,Teatro Alfa,Sao Paulo,O/S,Brazil,-23.65119,-46.72109,Other,"Circus, Music, Variety",Circus Oz,,1,1,,,,
65073,Ruby Moon,https://ausstage.edu.au/pages/event/65073,2004,1/6/2004,27/6/2004,10724,La Theatre Claque,Lausanne,O/S,Switzerland,46.52415,6.63304,Theatre - Spoken Word,Contemporary,Pull Off Theatre,Humanity,2,0,Ruby Moon,,,
65136,Greek Tragedy,https://ausstage.edu.au/pages/event/65136,1990,31/8/1990,29/9/1990,4832,"Theatre Royal, Stratford East",Stratford,O/S,England,51.542413,0.001046,Theatre - Spoken Word,Comedy,"Edinburgh International Festival, Theatre Royal, Stratford East, Cultural Branch, Department of Foreign Affairs and Trade, The Office of Multicultural Affairs",,10,0,,,,
65631,Joe Starts Again,https://ausstage.edu.au/pages/event/65631,2004,15/9/2004,19/9/2004,10761,The 45th Street Theatre,New York,O/S,United States of America,40.76003,-73.990606,Music Theatre,Musical,,"Homosexuality, Relationships",4,0,,,,
65633,Tear From a Glass Eye,https://ausstage.edu.au/pages/event/65633,2004,2/10/2004,2/10/2004,10762,Project Arts Centre,Dublin,O/S,Ireland,53.345,-6.26626,Theatre - Spoken Word,Reading,"Rough Magic Theatre, Australia Council for the Arts",,2,0,Tear from a Glass Eye,,,
65634,Salt,https://ausstage.edu.au/pages/event/65634,2004,2/10/2004,2/10/2004,10762,Project Arts Centre,Dublin,O/S,Ireland,53.345,-6.26626,Theatre - Spoken Word,"Comedy, Reading","Rough Magic Theatre, Australia Council for the Arts",,2,0,,,,
65635,"Myth, Propaganda and Disaster in Nazi Germany and Contemporary America",https://ausstage.edu.au/pages/event/65635,2004,3/10/2004,3/10/2004,10762,Project Arts Centre,Dublin,O/S,Ireland,53.345,-6.26626,Theatre - Spoken Word,Reading,"Rough Magic Theatre, Australia Council for the Arts",Political,2,0,,,,
65991,The Duchess of Coolgardie,https://ausstage.edu.au/pages/event/65991,1896,1896-09-19,,4832,"Theatre Royal, Stratford East",Stratford,O/S,England,51.542413,0.001046,Theatre - Spoken Word,,,,3,0,The Duchess of Coolgardie,,,
66443,Big Bad Mouse,https://ausstage.edu.au/pages/event/66443,1981,27/4/1981,9/5/1981,10833,Ace Of Clubs,Auckland,O/S,New Zealand,-36.851236,174.758448,Theatre - Spoken Word,Comedy,"Starstruck Pty. Ltd., Tasmanian Theatre Company, Wood Hutchins Organisation Pty Ltd",,13,0,Big Bad Mouse,,,
66723,The Sleeping Princess (La Belle au Bois Dormant),https://ausstage.edu.au/pages/event/66723,1922,1/1/1922,1/1/1922,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Dance,Ballet,"Crait, Gamba, Pontet",,60,1,"The Sleeping Beauty, Op. 66",,,
66824,While We Watched,https://ausstage.edu.au/pages/event/66824,1983,9/2/1983,11/2/1983,10853,City Hall Concert Hall,Central,O/S,Hong Kong,22.28261,114.161746,Dance,,Australian Dance Theatre,,1,0,While We Watched,,,
66825,Dancing Day / Broken Head / Diary / Ghost Dances,https://ausstage.edu.au/pages/event/66825,1983,12/2/1983,12/2/1983,10853,City Hall Concert Hall,Central,O/S,Hong Kong,22.28261,114.161746,Dance,,Australian Dance Theatre,,3,0,,,,
66827,Transfigured Night / Flibbertigibbet / Impromptu,https://ausstage.edu.au/pages/event/66827,1982,9/7/1982,9/7/1982,10854,Piazza Grande,Modena,O/S,Italy,44.646331,10.926049,Dance,"Dance Theatre, Outdoor Entertainment",Australian Dance Theatre,,5,0,,,,
66927,Petrouchka / Scuola di Ballo / Cotillon,https://ausstage.edu.au/pages/event/66927,1933,14/8/1933,14/8/1933,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Dance,,Ballets Russes de Monte Carlo,,47,1,Petrouchka,,,
67057,Serge Diaghileff's Season of Russian Ballet - Chout (The Buffoon) / La Boutique Fantasque / Le Prince Igor,https://ausstage.edu.au/pages/event/67057,1921,24/6/1921,24/6/1921,4354,Princes Theatre,London,O/S,England,51.516019,-0.126005,Dance,"Ballet, Classical",Serge Diaghileff's Season of Russian Ballet,,0,1,La Boutique Fantasque,,,
67058,Serge Diaghileff's Season of Russian Ballet - Petrouchka / Cuadro Flamenco / Sheherazade,https://ausstage.edu.au/pages/event/67058,1921,25/6/1921,25/6/1921,4354,Princes Theatre,London,O/S,England,51.516019,-0.126005,Theatre - Spoken Word,,Serge Diaghileff's Season of Russian Ballet,,0,1,Petrouchka,,,
67059,Petrouchka / Beach / La Concurrence,https://ausstage.edu.au/pages/event/67059,1933,18/8/1933,18/8/1933,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Dance,,Ballets Russes de Monte Carlo,,49,1,Petrouchka,,,
67129,Le Lac des Cygnes / Gaite Parisienne / The Seventh Symphony,https://ausstage.edu.au/pages/event/67129,1938,14/7/1938,14/7/1938,10888,"Theatre Royal, Drury Lane",London,O/S,England,51.512406,-0.119882,Dance,,,,62,1,,,,
67146,Swan Lake,https://ausstage.edu.au/pages/event/67146,2005,13/7/2005,16/7/2005,10889,Wales Millennium Centre,Cardiff,O/S,Wales,51.464936,-3.163815,Dance,Ballet,"The Australian Ballet, Australia Council for the Arts, The Australia International Cultural Council",,4,3,"Swan Lake, Op. 20",,,
67147,Swan Lake,https://ausstage.edu.au/pages/event/67147,2005,20/7/2005,24/7/2005,10890,The London Coliseum,Westminster,O/S,England,51.509778,-0.126874,Dance,Ballet,"The Australian Ballet, Australia Council for the Arts, The Australia International Cultural Council",,4,2,"Swan Lake, Op. 20",,,
67163,"Le Lac des Cygnes/ Sheherazade/ L'Oiseau de Feu/ Les Danses Polovtsiennes de l'Opera Le Prince Igor""""",https://ausstage.edu.au/pages/event/67163,1938,17/2/1938,17/2/1938,10891,Theatre du Casino Municipal,Cannes,O/S,France,43.483859,-1.558072,Dance,Ballet,Les Ballets Russes de Leon Woizikowsky,,26,1,,,,
67202,"Leonide Massine's Ballet Russe Highlights""""",https://ausstage.edu.au/pages/event/67202,1945,1/12/1945,31/7/1946,14573,United States of America,,O/S,United States of America,39.60251675,-103.4279875,Dance,Ballet,Leonide Massine's Ballet Russe Highlights,,11,1,,,,
67203,Ballets Russes de Monte-Carlo,https://ausstage.edu.au/pages/event/67203,1933,31/7/1933,11/8/1933,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Dance,,,,34,1,,,,
67229,The Markova-Dolin Ballet Coronation Season,https://ausstage.edu.au/pages/event/67229,1937,1/1/1937,1/12/1937,14767,Sheffield,Sheffield,O/S,England,53.394897,-1.467527,Dance,Ballet,"Vivian Van Damm Productions Ltd, The Markova-Dolin Ballet",,34,1,Giselle,,,
67231,Season of Christmas Ballet: Aurora's Wedding / Femmes d'Alger / Prince Igor,https://ausstage.edu.au/pages/event/67231,1952,3/1/1952,3/1/1952,10590,Royal Festival Hall,London,O/S,England,51.5059,-0.116516,Dance,"Ballet, Classical",Original Ballet Russe Ltd.,,37,1,,,,
67232,Russian Opera and Ballet,https://ausstage.edu.au/pages/event/67232,1914,30/5/1914,25/7/1914,10888,"Theatre Royal, Drury Lane",London,O/S,England,51.512406,-0.119882,Dance,"Ballet, Opera",Sir Joseph Beecham's Grand Russian Opera,,15,1,,,,
67235,Anglo-Russian Ballet,https://ausstage.edu.au/pages/event/67235,1946,12/8/1946,30/9/1946,10898,King's Theatre,Hammersmith,O/S,England,51.493349,-0.219892,Dance,Ballet,Anglo-Russian Ballet,,19,1,,,,
67236,Les Presages / Le Beau Danube / La Concurrence / Scuola di Ballo / Le Lac des Cygnes / Beach / Prince Igor /Petrouchka,https://ausstage.edu.au/pages/event/67236,1933,4/7/1933,15/7/1933,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Dance,,"Ballets Russes de Monte Carlo, London Symphony Orchestra",,21,1,"Le Beau Danube Bleu, Op. 314, Petrouchka",,,
67238,Jeux D'enfants / Les Presages / Beau Danube,https://ausstage.edu.au/pages/event/67238,1933,6/7/1933,6/7/1933,10850,Alhambra Theatre,Kings Cross,O/S,England,51.529279,-0.123629,Theatre - Spoken Word,,Ballets Russes de Monte Carlo,,52,1,"Le Beau Danube Bleu, Op. 314",,,
67239,Col. W. de Basil's Ballets Russes (de MonteCarlo),https://ausstage.edu.au/pages/event/67239,1937,1/6/1937,31/10/1937,10899,Royal Opera House,Covent Garden,O/S,England,51.513277,-0.122322,Dance,Ballet,Col W. de Basil's Ballets Russes de Monte Carlo,,30,1,,,,
67240,Programm zur Feier des 27. Januar 1919.,https://ausstage.edu.au/pages/event/67240,1919,26/1/1919,27/1/1919,10902,Deutscher Kriegsgefangenenlager,,O/S,Germany,51.08950637,10.60471774,Theatre - Spoken Word,,,,12,1,,,,
67241,Les Sylphides / The Seventh Symphony / Le Beau Danube,https://ausstage.edu.au/pages/event/67241,1938,12/7/1938,12/7/1938,10888,"Theatre Royal, Drury Lane",London,O/S,England,51.512406,-0.119882,Dance,Orchestral,Ballets Russes de Monte Carlo,,69,1,"Le Beau Danube Bleu, Op. 314, Les Sylphides",,,
67252,Col W de Basil's Ballets Russes de Monte Carlo,https://ausstage.edu.au/pages/event/67252,1935,1/1/1935,1/1/1937,14573,United States of America,,O/S,United States of America,39.60251675,-103.4279875,Dance,Ballet,Col W. de Basil's Ballets Russes de Monte Carlo,,47,1,,,,
67276,Col W de Basil's Ballets Russes,https://ausstage.edu.au/pages/event/67276,1936,14/7/1936,14/7/1936,10899,Royal Opera House,Covent Garden,O/S,England,51.513277,-0.122322,Dance,Ballet,Col W. de Basil's Ballets Russes de Monte Carlo,,32,1,,,,
67277,Ballet Russe de Monte Carlo-Season,https://ausstage.edu.au/pages/event/67277,1938,16/7/1938,23/7/1938,10888,"Theatre Royal, Drury Lane",London,O/S,England,51.512406,-0.119882,Dance,Not known,"London Symphony Orchestra, Ballets Russes de Monte Carlo",,17,1,,,,
